task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
59	50/ec281a	1143050	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (6)	COMPLETED	0	2025-04-10 17:27:25.822	12m 57s	12m 48s	96.2%	7.5 GB	14.3 GB	3 GB	3 GB
52	8c/ba85e1	847844	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (9)	COMPLETED	0	2025-04-10 16:14:32.688	1h 31m 22s	1h 31m 19s	16.4%	18.4 GB	38.1 GB	10.7 GB	8.2 GB
17	d4/4100e2	776722	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (17)	COMPLETED	0	2025-04-10 15:57:50.212	1h 48m 22s	1h 48m 1s	69.0%	36.1 GB	37.4 GB	66.3 GB	37.7 GB
61	0d/88817f	1236995	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (7)	COMPLETED	0	2025-04-10 17:45:55.288	6m 2s	5m 59s	88.3%	3.6 GB	14.2 GB	2.2 GB	2 GB
5	96/cfe3ad	935463	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (5)	COMPLETED	0	2025-04-10 16:31:12.167	1h 23m 30s	1h 23m 27s	34.9%	35.8 GB	36.8 GB	48.1 GB	20.3 GB
4	76/68f928	965104	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (4)	COMPLETED	0	2025-04-10 16:37:24.885	1h 20m 9s	1h 20m 6s	39.6%	35.8 GB	36.8 GB	48.7 GB	21 GB
45	40/3a1fa3	545657	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (5)	COMPLETED	0	2025-04-10 15:16:42.749	2h 44m 2s	2h 43m 59s	18.2%	34.4 GB	43.2 GB	22.9 GB	17.6 GB
49	a4/0c7378	835842	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (8)	COMPLETED	0	2025-04-10 16:12:51.729	1h 53m 54s	1h 53m 47s	16.5%	21.3 GB	38.9 GB	14.4 GB	11.1 GB
65	c5/9ff91c	1338603	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (8)	COMPLETED	0	2025-04-10 18:00:45.295	9m 32s	9m 28s	135.3%	6 GB	14.4 GB	4.8 GB	4.5 GB
13	93/ab327c	1047616	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (13)	COMPLETED	0	2025-04-10 16:58:18.844	1h 14m 48s	1h 14m 33s	132.9%	36 GB	37.2 GB	56.6 GB	28.1 GB
66	f9/7c3e69	1390172	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (9)	COMPLETED	0	2025-04-10 18:06:47.094	18m 42s	18m 38s	128.3%	10.9 GB	14.2 GB	3.9 GB	4 GB
56	38/40471b	1236414	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (11)	COMPLETED	0	2025-04-10 17:45:54.283	39m 55s	39m 53s	27.0%	12.2 GB	36.7 GB	7.5 GB	5.8 GB
68	58/cabcaf	1499673	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (10)	COMPLETED	0	2025-04-10 18:25:50.449	2m 21s	2m 17s	121.1%	1.9 GB	14.3 GB	1.8 GB	1.6 GB
11	09/4c9c7a	1185842	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (11)	COMPLETED	0	2025-04-10 17:36:00.363	1h 8m 39s	1h 8m 15s	110.1%	36.2 GB	37.4 GB	60.5 GB	31.9 GB
16	1b/98a25c	1241558	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (16)	COMPLETED	0	2025-04-10 17:46:12.357	1h 9m 30s	1h 9m 28s	106.7%	36 GB	37 GB	54.9 GB	26.5 GB
15	e5/191583	1315914	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (15)	COMPLETED	0	2025-04-10 17:57:33.741	1h 17s	1h 14s	113.2%	36 GB	37.1 GB	54.8 GB	26.2 GB
27	2b/2aabac	1298043	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (27)	COMPLETED	0	2025-04-10 17:54:41.931	1h 10m 52s	1h 10m 49s	98.3%	36 GB	37.1 GB	55.2 GB	26.8 GB
3	3a/516451	1622495	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (3)	COMPLETED	0	2025-04-10 18:57:50.713	30m 38s	30m 26s	106.4%	35.8 GB	36.7 GB	47.8 GB	20.1 GB
60	29/b2bba1	1499258	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (14)	COMPLETED	0	2025-04-10 18:25:49.441	1h 8m 27s	1h 8m 23s	24.2%	20.6 GB	40.6 GB	11 GB	8.5 GB
74	cc/f41c40	1781181	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (11)	COMPLETED	0	2025-04-10 19:34:17.566	3m 46s	3m 41s	98.6%	2.8 GB	14.3 GB	1.8 GB	1.6 GB
10	26/e33726	1429453	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (10)	COMPLETED	0	2025-04-10 18:13:06.842	1h 31m 31s	1h 31m 12s	64.1%	36.1 GB	37.3 GB	57.6 GB	29.1 GB
28	e8/afd28e	1610368	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (28)	COMPLETED	0	2025-04-10 18:55:42.428	48m 55s	48m 45s	133.7%	36 GB	37.2 GB	56.7 GB	28.2 GB
18	c1/5cd149	1673119	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (18)	COMPLETED	0	2025-04-10 19:05:33.669	41m 18s	41m 15s	358.5%	35.9 GB	36.9 GB	57.6 GB	29.4 GB
55	9a/2ee6c9	1143019	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (10)	COMPLETED	0	2025-04-10 17:27:24.708	2h 33m 3s	2h 32m 37s	16.5%	25.9 GB	40.8 GB	17.6 GB	13.5 GB
57	cd/619491	1338201	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (12)	COMPLETED	0	2025-04-10 18:00:44.290	2h 42s	2h 39s	18.7%	26.8 GB	43.7 GB	15.8 GB	12 GB
79	35/41876f	1940231	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (13)	COMPLETED	0	2025-04-10 20:01:27.076	3m 11s	3m 10s	142.4%	2.5 GB	14.2 GB	2.8 GB	2.5 GB
78	0a/e50ae5	1931459	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (12)	COMPLETED	0	2025-04-10 20:00:28.119	6m 14s	6m 9s	126.0%	4.8 GB	14.3 GB	3.8 GB	3.6 GB
58	c0/66626f	1389800	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (13)	COMPLETED	0	2025-04-10 18:06:46.068	2h 1m 48s	2h 1m 23s	23.6%	30.3 GB	42.2 GB	20.2 GB	15.5 GB
80	a7/651107	1986371	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (14)	COMPLETED	0	2025-04-10 20:08:34.830	3m 50s	3m 48s	156.0%	2.9 GB	14.2 GB	3.2 GB	2.9 GB
26	28/2b902c	1562413	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (26)	COMPLETED	0	2025-04-10 18:44:39.727	1h 33m 29s	1h 33m 23s	87.6%	36 GB	37.1 GB	61.8 GB	33.1 GB
34	7b/54742c	2029034	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (34)	COMPLETED	0	2025-04-10 20:18:08.553	18m 38s	18m 20s	96.3%	35.7 GB	36.7 GB	39.3 GB	11.6 GB
12	49/ceddef	1845108	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (12)	COMPLETED	0	2025-04-10 19:46:52.041	1h 29m 8s	1h 29m 5s	36.1%	35.6 GB	36.5 GB	45.1 GB	17.3 GB
9	c9/7e278e	1827055	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (9)	COMPLETED	0	2025-04-10 19:44:37.929	1h 33m 16s	1h 32m 51s	92.6%	36.1 GB	37.2 GB	60 GB	31.4 GB
20	05/41ec1c	1752611	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (20)	COMPLETED	0	2025-04-10 19:28:29.306	1h 53m 22s	1h 52m 57s	87.8%	36.1 GB	37.3 GB	56.4 GB	28.1 GB
14	82/f6aad1	1827061	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (14)	COMPLETED	0	2025-04-10 19:44:37.957	1h 42m 17s	1h 41m 51s	94.3%	36.1 GB	37.3 GB	60.4 GB	32 GB
63	7b/dd55e6	1931455	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (16)	COMPLETED	0	2025-04-10 20:00:28.116	1h 48m 23s	1h 48m 17s	16.4%	21.1 GB	40 GB	12.5 GB	9.6 GB
22	d5/0ae3ae	2098213	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (22)	COMPLETED	0	2025-04-10 20:36:46.762	1h 21m 34s	1h 21m 24s	94.8%	36.1 GB	37.2 GB	58.4 GB	30 GB
87	46/e5453f	2385939	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (15)	COMPLETED	0	2025-04-10 21:48:51.784	14m 8s	13m 58s	39.0%	3.3 GB	14.4 GB	3 GB	2.8 GB
64	c8/00aed8	1939687	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (17)	COMPLETED	0	2025-04-10 20:01:26.071	2h 18m 26s	2h 18m 23s	13.1%	22.2 GB	40.1 GB	12.9 GB	9.9 GB
33	b9/ee79f3	2216438	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (33)	COMPLETED	0	2025-04-10 21:16:00.316	1h 4m 15s	1h 3m 55s	96.6%	36.1 GB	37.3 GB	59.8 GB	31.2 GB
67	92/9603d6	1985855	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (18)	COMPLETED	0	2025-04-10 20:08:33.824	2h 27m 7s	2h 27m 4s	15.5%	24.6 GB	41.2 GB	16.2 GB	12.4 GB
89	ec/0d3b24	2519377	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (16)	COMPLETED	0	2025-04-10 22:19:53.021	16m 7s	15m 53s	105.7%	10.7 GB	14.3 GB	3.6 GB	3.8 GB
91	d4/9ec047	2608379	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (17)	COMPLETED	0	2025-04-10 22:35:42.019	4m 34s	4m 31s	144.5%	3.4 GB	14.3 GB	3.5 GB	3.2 GB
38	83/07f815	2296746	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (38)	COMPLETED	0	2025-04-10 21:26:54.478	1h 14m 34s	1h 14m 25s	42.0%	35.8 GB	36.9 GB	49.1 GB	22 GB
37	2c/df61a8	2254972	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (37)	COMPLETED	0	2025-04-10 21:21:51.716	1h 29m 40s	1h 29m 37s	26.0%	35.7 GB	36.7 GB	43.5 GB	15.6 GB
35	b0/94c4a2	2227172	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (35)	COMPLETED	0	2025-04-10 21:17:54.020	1h 55m 56s	1h 55m 54s	23.2%	35.8 GB	36.8 GB	46.4 GB	18.7 GB
40	d0/1d9f7a	2637951	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (40)	COMPLETED	0	2025-04-10 22:41:28.573	38m 2s	37m 59s	62.2%	35.8 GB	36.9 GB	45.2 GB	17.4 GB
36	20/8c5d0f	2440893	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (36)	COMPLETED	0	2025-04-10 21:58:21.121	1h 21m 28s	1h 21m 17s	36.8%	35.9 GB	37 GB	49.3 GB	21.6 GB
39	38/ce183a	2524094	ALIGNMENT_2P_S3LOCAL:ALIGN_READS_2PASS_STARSAM_S3LOCAL (39)	COMPLETED	0	2025-04-10 22:20:15.023	1h 6m 18s	1h 6m 15s	41.9%	35.8 GB	36.8 GB	47.8 GB	20 GB
70	ad/ed9ca1	2518972	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (20)	COMPLETED	0	2025-04-10 22:19:52.002	1h 7m 15s	1h 7m 6s	30.0%	21.1 GB	37.7 GB	15.5 GB	11.9 GB
69	26/62c3bc	2385933	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (19)	COMPLETED	0	2025-04-10 21:48:51.780	1h 40m 41s	1h 40m 16s	24.7%	26 GB	40.8 GB	18.6 GB	14.3 GB
71	0b/3e2e1b	2607781	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (21)	COMPLETED	0	2025-04-10 22:35:41.015	55m 59s	55m 55s	36.9%	22.3 GB	39.3 GB	15.1 GB	11.6 GB
99	a5/5aa00c	2760139	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (19)	COMPLETED	0	2025-04-10 23:29:33.590	3m 8s	3m 6s	173.6%	2 GB	14.2 GB	3.4 GB	3 GB
98	97/d4a7e1	2749174	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (18)	COMPLETED	0	2025-04-10 23:27:08.524	6m 20s	6m 18s	140.5%	5 GB	14.2 GB	3.4 GB	3.2 GB
62	20/3c7003	1780780	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (15)	COMPLETED	0	2025-04-10 19:34:16.554	3h 59m 26s	3h 59m 23s	11.9%	30.1 GB	40.3 GB	21.3 GB	16.3 GB
100	31/d4c7e2	2774926	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (20)	COMPLETED	0	2025-04-10 23:31:41.461	5m 43s	5m 41s	144.9%	4.5 GB	14.1 GB	3.2 GB	3 GB
101	e3/97e89a	2792068	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (21)	COMPLETED	0	2025-04-10 23:33:43.822	4m 53s	4m 52s	168.5%	3.7 GB	14.2 GB	3.8 GB	3.6 GB
72	e6/1016c4	2748662	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (22)	COMPLETED	0	2025-04-10 23:27:07.519	27m 57s	27m 54s	77.4%	24.8 GB	41.6 GB	16.1 GB	12.4 GB
73	7d/21afde	2759535	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (23)	COMPLETED	0	2025-04-10 23:29:32.585	26m 24s	26m 20s	67.2%	20.7 GB	39.4 GB	12.4 GB	9.4 GB
102	62/3bf96c	2836640	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (22)	COMPLETED	0	2025-04-10 23:55:05.290	6m 26s	6m 24s	139.8%	5.1 GB	14.2 GB	3.5 GB	3.3 GB
76	2e/593441	2791469	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (25)	COMPLETED	0	2025-04-10 23:33:42.817	28m 26s	28m 23s	78.1%	21.9 GB	39 GB	16.2 GB	12.4 GB
75	2c/55ce09	2774330	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (24)	COMPLETED	0	2025-04-10 23:31:40.456	30m 59s	30m 46s	76.8%	24.3 GB	40.1 GB	17 GB	13.1 GB
103	55/d0c002	2842812	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (23)	COMPLETED	0	2025-04-10 23:55:57.667	7m 4s	6m 51s	122.9%	5.3 GB	14.2 GB	2.9 GB	2.8 GB
104	a8/8bfc18	2878494	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (24)	COMPLETED	0	2025-04-11 00:02:08.365	3m 35s	3m 33s	156.9%	2.9 GB	14.2 GB	3.2 GB	2.8 GB
105	ef/fe2e1d	2885132	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (25)	COMPLETED	0	2025-04-11 00:02:39.735	6m 16s	6m 14s	142.2%	5.1 GB	14.2 GB	3.1 GB	2.9 GB
82	82/281821	2878488	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (28)	COMPLETED	0	2025-04-11 00:02:08.361	11m 39s	11m 36s	96.8%	15.2 GB	38.4 GB	7.8 GB	6 GB
83	60/086de4	2885125	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (29)	COMPLETED	0	2025-04-11 00:02:39.731	11m 27s	11m 24s	126.1%	17.2 GB	37.3 GB	10.1 GB	7.6 GB
77	14/f6a216	2836104	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (26)	COMPLETED	0	2025-04-10 23:55:04.227	19m 19s	19m 8s	126.9%	31.1 GB	44.6 GB	17.9 GB	13.7 GB
81	a6/329833	2842211	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (27)	COMPLETED	0	2025-04-10 23:55:56.663	22m 9s	22m 7s	117.8%	25.8 GB	39.3 GB	18.5 GB	14.1 GB
107	39/896838	2929987	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (27)	COMPLETED	0	2025-04-11 00:14:07.781	4m 21s	4m 2s	129.6%	3.1 GB	14.2 GB	2.2 GB	2 GB
106	83/e66302	2925026	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (26)	COMPLETED	0	2025-04-11 00:13:47.782	4m 41s	4m 20s	124.0%	3.6 GB	14.2 GB	1.8 GB	1.6 GB
109	b5/13affe	2966467	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (29)	COMPLETED	0	2025-04-11 00:18:06.590	3m 34s	3m 32s	174.2%	2.6 GB	14.3 GB	4.3 GB	3.9 GB
108	e6/e1b612	2934147	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (28)	COMPLETED	0	2025-04-11 00:14:23.666	10m 50s	10m 49s	133.6%	8.8 GB	14.3 GB	3.8 GB	3.7 GB
84	01/5b518e	2925008	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (30)	COMPLETED	0	2025-04-11 00:13:47.774	25m 19s	25m 16s	98.1%	25.2 GB	39.4 GB	17.9 GB	13.7 GB
85	3f/2c1ae4	2929463	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (31)	COMPLETED	0	2025-04-11 00:14:06.777	25m 22s	25m 4s	94.1%	25.7 GB	40.3 GB	17.4 GB	13.4 GB
